line	trial_count	RT	Duration	tmin	tier	text	tmax
2		0,744	0,544	0,744	silences	sounding	1,288
5		0.744000	#VALUE!	0.744000	transcription	camisa	1.287.511
3		1287511,000	1712489,000	1.287.511	silences	silent	3.000.000
6		1287511,000	1712489,000	1.287.511	transcription	?	3.000.000
1	23	0,000	3010000,000	0	silences	sounding	3.010.000
2		0,000	3,010	0,000	transcription	[type]	3,010
1	24	0,000	#VALUE!	0	silences	silent	0.924402
4		0,000	#VALUE!	0	transcription	?	0.924402
2		0,924	0,554	0,924	silences	sounding	1,478
5		0.924402	#VALUE!	0.924402	transcription	puente	1.478.447
3		1478447,000	1561553,000	1.478.447	silences	silent	3.040.000
6		1478447,000	1561553,000	1.478.447	transcription	?	3.040.000
1	25	0,000	#VALUE!	0	silences	silent	0.764109
4		0,000	#VALUE!	0	transcription	?	0.764109
2		0,764	0,613	0,764	silences	sounding	1,377
5		0.764109	#VALUE!	0.764109	transcription	mu?eca	1.376.980
3		1376980,000	1623020,000	1.376.980	silences	silent	3.000.000
6		1376980,000	1623020,000	1.376.980	transcription	?	3.000.000
1	26	0,000	3010000,000	0	silences	sounding	3.010.000
2		0,000	3,010	0,000	transcription	[type]	3,010
1	27	0,000	3040000,000	0	silences	sounding	3.040.000
2		0,000	3,040	0,000	transcription	[type]	3,040
1	28	0,000	#VALUE!	0	silences	silent	0.699880
4		0,000	#VALUE!	0	transcription	?	0.699880
2		0,700	0,548	0,700	silences	sounding	1,248
5		0.699880	#VALUE!	0.699880	transcription	pulpo	1.247.671
3		1247671,000	1752329,000	1.247.671	silences	silent	3.000.000
6		1247671,000	1752329,000	1.247.671	transcription	[breath]	3.000.000
1	29	0,000	3010000,000	0	silences	sounding	3.010.000
2		0,000	3,010	0,000	transcription	[type]	3,010
1	30	0,000	3040000,000	0	silences	sounding	3.040.000
2		0,000	3,040	0,000	transcription	[type_breath]	3,040
