line	trial_count	RT	Duration	tmin	tier	text	tmax
4		0,000	#VALUE!	0	transcription	[tongue]	0.694954
2		0,695	0,393	0,695	silences	sounding	1,088
5		0.694954	#VALUE!	0.694954	transcription	pavo	1.088.236
3		1088236,000	1921764,000	1.088.236	silences	silent	3.010.000
6		1088236,000	1921764,000	1.088.236	transcription	?	3.010.000
1	21	0,000	#VALUE!	0	silences	silent	0.694726
4		0,000	#VALUE!	0	transcription	[tongue]	0.694726
2		0,695	0,398	0,695	silences	sounding	1,093
5		0.694726	#VALUE!	0.694726	transcription	pavo	1.092.582
3		1092582,000	1957418,000	1.092.582	silences	silent	3.050.000
6		1092582,000	1957418,000	1.092.582	transcription	?	3.050.000
1	22	0,000	3040000,000	0	silences	sounding	3.040.000
2		0,000	3,040	0,000	transcription	[type]	3,040
1	23	0,000	#VALUE!	0	silences	silent	0.734526
4		0,000	#VALUE!	0	transcription	[tongue]	0.734526
2		0,735	0,681	0,735	silences	sounding	1,415
5		0.734526	#VALUE!	0.734526	transcription	camisa	1.415.159
3		1415159,000	1594841,000	1.415.159	silences	silent	3.010.000
6		1415159,000	1594841,000	1.415.159	transcription	[breath]	3.010.000
1	24	0,000	3050000,000	0	silences	sounding	3.050.000
2		0,000	3,050	0,000	transcription	[type]	3,050
1	25	0,000	#VALUE!	0	silences	silent	0.989871
4		0,000	#VALUE!	0	transcription	[tongue]	0.989871
2		0,990	0,674	0,990	silences	sounding	1,664
5		0.989871	#VALUE!	0.989871	transcription	espalda	1.663.667
3		1663667,000	1376333,000	1.663.667	silences	silent	3.040.000
6		1663667,000	1376333,000	1.663.667	transcription	[breath]	3.040.000
1	26	0,000	#VALUE!	0	silences	silent	0.485331
4		0,000	#VALUE!	0	transcription	?	0.485331
2		0,485	0,715	0,485	silences	sounding	1,201
5		0.485331	#VALUE!	0.485331	transcription	espalda	1.200.537
3		1200537,000	1809463,000	1.200.537	silences	silent	3.010.000
6		1200537,000	1809463,000	1.200.537	transcription	?	3.010.000
1	27	0,000	#VALUE!	0	silences	silent	0.906876
4		0,000	#VALUE!	0	transcription	?	0.906876
2		0,907	0,508	0,907	silences	sounding	1,415
5		0.906876	#VALUE!	0.906876	transcription	vaso	1.414.751
3		1414751,000	1625249,000	1.414.751	silences	silent	3.040.000
6		1414751,000	1625249,000	1.414.751	transcription	[mic sound]	3.040.000
1	28	0,000	3010000,000	0	silences	sounding	3.010.000
2		0,000	3,010	0,000	transcription	[type]	3,010
1	29	0,000	3040000,000	0	silences	sounding	3.040.000
2		0,000	3,040	0,000	transcription	[type_breath]	3,040
1	30	0,000	3000000,000	0	silences	sounding	3.000.000
2		0,000	3,000	0,000	transcription	[type]	3,000
