line	trial_count	RT	Duration	tmin	tier	text	tmax
2		0,998	0,520	0,998	silences	sounding	1,519
5		0.998263	#VALUE!	0.998263	transcription	taza	1.518.740
3		1518740,000	1521260,000	1.518.740	silences	silent	3.040.000
6		1518740,000	1521260,000	1.518.740	transcription	[breath]	3.040.000
1	15	0,000	#VALUE!	0	silences	silent	0.604325
4		0,000	#VALUE!	0	transcription	?	0.604325
2		0,604	0,679	0,604	silences	sounding	1,284
5		0.604325	#VALUE!	0.604325	transcription	bombero	1.283.605
3		1283605,000	1716395,000	1.283.605	silences	silent	3.000.000
6		1283605,000	1716395,000	1.283.605	transcription	?	3.000.000
1	16	0,000	#VALUE!	0	silences	silent	0.822210
4		0,000	#VALUE!	0	transcription	?	0.822210
2		0,822	0,658	0,822	silences	sounding	1,480
5		0.822210	#VALUE!	0.822210	transcription	bombero	1.480.102
3		1480102,000	1519898,000	1.480.102	silences	silent	3.000.000
6		1480102,000	1519898,000	1.480.102	transcription	?	3.000.000
1	17	0,000	3000000,000	0	silences	sounding	3.000.000
2		0,000	3,000	0,000	transcription	[type_breath]	3,000
1	18	0,000	3010000,000	0	silences	sounding	3.010.000
2		0,000	3,010	0,000	transcription	[type_breath]	3,010
1	19	0,000	1061275,000	0	silences	silent	1.061.275
4		0,000	1061275,000	0	transcription	?	1.061.275
2		1,061	0,640	1,061	silences	sounding	1,701
5		1061275,000	640199,000	1.061.275	transcription	pulpo	1.701.474
3		1701474,000	1338526,000	1.701.474	silences	silent	3.040.000
6		1701474,000	1338526,000	1.701.474	transcription	?	3.040.000
1	20	0,000	#VALUE!	0	silences	silent	0.667285
4		0,000	#VALUE!	0	transcription	?	0.667285
2		0,667	0,623	0,667	silences	sounding	1,290
5		0.667285	#VALUE!	0.667285	transcription	pulpo	1.290.277
3		1290277,000	1719723,000	1.290.277	silences	silent	3.010.000
6		1290277,000	1719723,000	1.290.277	transcription	?	3.010.000
1	21	0,000	3040000,000	0	silences	sounding	3.040.000
2		0,000	3,040	0,000	transcription	[type_mic sound]	3,040
1	22	0,000	3000000,000	0	silences	sounding	3.000.000
2		0,000	3,000	0,000	transcription	[type_breath]	3,000
1	23	0,000	#VALUE!	0	silences	silent	0.587874
4		0,000	#VALUE!	0	transcription	[tongue]	0.587874
2		0,588	0,478	0,588	silences	sounding	1,066
5		0.587874	#VALUE!	0.587874	transcription	goma	1.065.775
3		1065775,000	1944225,000	1.065.775	silences	silent	3.010.000
6		1065775,000	1944225,000	1.065.775	transcription	?	3.010.000
1	24	0,000	3040000,000	0	silences	sounding	3.040.000
2		0,000	3,040	0,000	transcription	[type]	3,040
