line	trial_count	RT	Duration	tmin	tier	text	tmax
1	25	0,000	#VALUE!	0	silences	silent	0.769555
4		0,000	#VALUE!	0	transcription	[articulation]	0.769555
2		0,770	0,570	0,770	silences	sounding	1,339
5		0.769555	#VALUE!	0.769555	transcription	taza	1.339.180
3		1339180,000	1670820,000	1.339.180	silences	silent	3.010.000
6		1339180,000	1670820,000	1.339.180	transcription	?	3.010.000
1	26	0,000	#VALUE!	0	silences	silent	0.733005
4		0,000	#VALUE!	0	transcription	?	0.733005
2		0,733	0,565	0,733	silences	sounding	1,298
5		0.733005	#VALUE!	0.733005	transcription	taza	1.297.987
3		1297987,000	1742013,000	1.297.987	silences	silent	3.040.000
6		1297987,000	1742013,000	1.297.987	transcription	[breath]	3.040.000
1	27	0,000	#VALUE!	0	silences	silent	0.790462
4		0,000	#VALUE!	0	transcription	[articulation]	0.790462
2		0,790	0,619	0,790	silences	sounding	1,409
5		0.790462	#VALUE!	0.790462	transcription	ba?o	1.409.288
3		1409288,000	1590712,000	1.409.288	silences	silent	3.000.000
6		1409288,000	1590712,000	1.409.288	transcription	[breath]	3.000.000
1	28	0,000	3010000,000	0	silences	sounding	3.010.000
2		0,000	3,010	0,000	transcription	[type_breath]	3,010
1	29	0,000	1030174,000	0	silences	silent	1.030.174
4		0,000	1030174,000	0	transcription	?	1.030.174
2		1,030	0,614	1,030	silences	sounding	1,645
5		1030174,000	614486,000	1.030.174	transcription	iglesia	1.644.660
3		1644660,000	1395340,000	1.644.660	silences	silent	3.040.000
6		1644660,000	1395340,000	1.644.660	transcription	[swallows]	3.040.000
1	30	0,000	3010000,000	0	silences	sounding	3.010.000
2		0,000	3,010	0,000	transcription	[type_yawn]	3,010
