Time	 Pressed	 Keycode	 CookedKey	 Keypress	 Trial	 Repetition
6.966193485e+03	 1	 8	 8	 15	 5	 4
6.966401480e+03	 1	 84	 116	 16	 5	 4
6.966529475e+03	 1	 32	 32	 17	 5	 4
6.966657459e+03	 1	 76	 108	 18	 5	 4
6.966873455e+03	 1	 79	 111	 19	 5	 4
6.966953468e+03	 1	 85	 117	 20	 5	 4
6.967097439e+03	 1	 68	 100	 21	 5	 4
6.967217464e+03	 1	 13	 13	 22	 5	 4
7.004480610e+03	 1	 67	 99	 1	 6	 1
7.004712599e+03	 1	 82	 114	 2	 6	 1
7.004824583e+03	 1	 89	 121	 3	 6	 1
7.004960589e+03	 1	 32	 32	 4	 6	 1
7.005072587e+03	 1	 80	 112	 5	 6	 1
7.005288536e+03	 1	 85	 117	 6	 6	 1
7.005384589e+03	 1	 71	 103	 7	 6	 1
7.005512568e+03	 1	 32	 32	 8	 6	 1
7.005648566e+03	 1	 80	 112	 9	 6	 1
7.005864555e+03	 1	 65	 97	 10	 6	 1
7.006016569e+03	 1	 68	 100	 11	 6	 1
7.006192545e+03	 1	 32	 32	 12	 6	 1
7.006368513e+03	 1	 67	 99	 13	 6	 1
7.006456526e+03	 1	 79	 111	 14	 6	 1
7.006600512e+03	 1	 82	 114	 15	 6	 1
7.007240508e+03	 1	 8	 8	 16	 6	 1
7.007616522e+03	 1	 13	 13	 17	 6	 1
7.010856460e+03	 1	 67	 99	 1	 6	 2
7.011104439e+03	 1	 82	 114	 2	 6	 2
7.011232535e+03	 1	 89	 121	 3	 6	 2
7.011392433e+03	 1	 32	 32	 4	 6	 2
7.011480432e+03	 1	 80	 112	 5	 6	 2
7.011704395e+03	 1	 85	 117	 6	 6	 2
7.011704395e+03	 1	 73	 105	 7	 6	 2
7.011848419e+03	 1	 71	 103	 8	 6	 2
7.012080391e+03	 1	 32	 32	 9	 6	 2
7.012456429e+03	 1	 80	 112	 10	 6	 2
7.012696403e+03	 1	 65	 97	 11	 6	 2
7.012880397e+03	 1	 68	 100	 12	 6	 2
7.013008369e+03	 1	 32	 32	 13	 6	 2
7.013232390e+03	 1	 67	 99	 14	 6	 2
7.013352360e+03	 1	 79	 111	 15	 6	 2
7.013496382e+03	 1	 82	 114	 16	 6	 2
7.014192340e+03	 1	 13	 13	 17	 6	 2
7.017496305e+03	 1	 67	 99	 1	 6	 3
7.017896300e+03	 1	 82	 114	 2	 6	 3
7.018048270e+03	 1	 89	 121	 3	 6	 3
7.018152261e+03	 1	 32	 32	 4	 6	 3
7.018256226e+03	 1	 80	 112	 5	 6	 3
7.018472248e+03	 1	 85	 117	 6	 6	 3
7.018680263e+03	 1	 71	 103	 7	 6	 3
7.018856258e+03	 1	 32	 32	 8	 6	 3
7.019104240e+03	 1	 80	 112	 9	 6	 3
7.019304246e+03	 1	 65	 97	 10	 6	 3
7.019520228e+03	 1	 68	 100	 11	 6	 3
7.019704238e+03	 1	 32	 32	 12	 6	 3
7.019864222e+03	 1	 67	 99	 13	 6	 3
7.020008205e+03	 1	 79	 111	 14	 6	 3
7.020136203e+03	 1	 84	 116	 15	 6	 3
7.020456237e+03	 1	 13	 13	 16	 6	 3
7.023360164e+03	 1	 67	 99	 1	 6	 4
7.023608148e+03	 1	 82	 114	 2	 6	 4
7.023760132e+03	 1	 89	 121	 3	 6	 4
7.023888139e+03	 1	 32	 32	 4	 6	 4
7.023976129e+03	 1	 80	 112	 5	 6	 4
7.024200119e+03	 1	 85	 117	 6	 6	 4
7.024304134e+03	 1	 71	 103	 7	 6	 4
7.024408129e+03	 1	 32	 32	 8	 6	 4
7.024840120e+03	 1	 80	 112	 9	 6	 4
7.025032103e+03	 1	 65	 97	 10	 6	 4
7.025200109e+03	 1	 68	 100	 11	 6	 4
7.025376082e+03	 1	 32	 32	 12	 6	 4
7.025520103e+03	 1	 67	 99	 13	 6	 4
7.025624090e+03	 1	 79	 111	 14	 6	 4
7.025920094e+03	 1	 84	 116	 15	 6	 4
7.026216056e+03	 1	 13	 13	 16	 6	 4
7.063071233e+03	 1	 83	 115	 1	 7	 1
7.063167197e+03	 1	 73	 105	 2	 7	 1
7.063303204e+03	 1	 80	 112	 3	 7	 1
7.063423197e+03	 1	 32	 32	 4	 7	 1
7.063599216e+03	 1	 70	 102	 5	 7	 1
7.063695216e+03	 1	 73	 105	 6	 7	 1
7.063895186e+03	 1	 76	 108	 7	 7	 1
7.064023142e+03	 1	 76	 108	 8	 7	 1
7.064079186e+03	 1	 32	 32	 9	 7	 1
7.064263200e+03	 1	 70	 102	 10	 7	 1
7.064391168e+03	 1	 79	 111	 11	 7	 1
7.064543194e+03	 1	 79	 111	 12	 7	 1
7.064647163e+03	 1	 68	 100	 13	 7	 1
7.064751190e+03	 1	 32	 32	 14	 7	 1
7.064927172e+03	 1	 83	 115	 15	 7	 1
7.065103168e+03	 1	 69	 101	 16	 7	 1
7.065255178e+03	 1	 69	 101	 17	 7	 1
7.065351178e+03	 1	 78	 110	 18	 7	 1
7.065495160e+03	 1	 13	 13	 19	 7	 1
7.069279112e+03	 1	 83	 115	 1	 7	 2
7.069431134e+03	 1	 73	 105	 2	 7	 2
7.069591084e+03	 1	 80	 112	 3	 7	 2
7.069679064e+03	 1	 32	 32	 4	 7	 2
7.070047102e+03	 1	 70	 102	 5	 7	 2
7.070191045e+03	 1	 85	 117	 6	 7	 2
7.070191045e+03	 1	 73	 105	 7	 7	 2
7.070367065e+03	 1	 76	 108	 8	 7	 2
7.070519056e+03	 1	 76	 108	 9	 7	 2
7.070583059e+03	 1	 32	 32	 10	 7	 2
7.070807052e+03	 1	 70	 102	 11	 7	 2
7.071199043e+03	 1	 79	 111	 12	 7	 2
7.071359036e+03	 1	 79	 111	 13	 7	 2
7.071463037e+03	 1	 68	 100	 14	 7	 2
7.071575031e+03	 1	 32	 32	 15	 7	 2
7.071791026e+03	 1	 83	 115	 16	 7	 2
7.072230993e+03	 1	 69	 101	 17	 7	 2
7.072407034e+03	 1	 69	 101	 18	 7	 2
7.072470998e+03	 1	 78	 110	 19	 7	 2
7.072622986e+03	 1	 13	 13	 20	 7	 2
7.075614949e+03	 1	 83	 115	 1	 7	 3
7.075878921e+03	 1	 73	 105	 2	 7	 3
7.076038929e+03	 1	 80	 112	 3	 7	 3
7.076150928e+03	 1	 32	 32	 4	 7	 3
7.076430905e+03	 1	 70	 102	 5	 7	 3
7.076902909e+03	 1	 73	 105	 6	 7	 3
7.077254887e+03	 1	 76	 108	 7	 7	 3
7.077374896e+03	 1	 76	 108	 8	 7	 3
7.077782888e+03	 1	 32	 32	 9	 7	 3
7.078190878e+03	 1	 70	 102	 10	 7	 3
7.078318874e+03	 1	 79	 111	 11	 7	 3
7.078486857e+03	 1	 79	 111	 12	 7	 3
7.078566871e+03	 1	 68	 100	 13	 7	 3
7.078646865e+03	 1	 32	 32	 14	 7	 3
7.078750863e+03	 1	 83	 115	 15	 7	 3
7.078902838e+03	 1	 69	 101	 16	 7	 3
7.079062874e+03	 1	 69	 101	 17	 7	 3
7.079126868e+03	 1	 78	 110	 18	 7	 3
7.079254854e+03	 1	 13	 13	 19	 7	 3
7.083334758e+03	 1	 83	 115	 1	 7	 4
7.083550741e+03	 1	 73	 105	 2	 7	 4
7.083686718e+03	 1	 80	 112	 3	 7	 4
7.083814737e+03	 1	 32	 32	 4	 7	 4
7.084038765e+03	 1	 70	 102	 5	 7	 4
7.084118747e+03	 1	 85	 117	 6	 7	 4
7.084294706e+03	 1	 76	 108	 7	 7	 4
7.084430704e+03	 1	 76	 108	 8	 7	 4
7.084486710e+03	 1	 32	 32	 9	 7	 4
7.084614702e+03	 1	 70	 102	 10	 7	 4
7.084694724e+03	 1	 79	 111	 11	 7	 4
7.084822723e+03	 1	 79	 111	 12	 7	 4
7.084998723e+03	 1	 68	 100	 13	 7	 4
7.085102697e+03	 1	 32	 32	 14	 7	 4
7.085222682e+03	 1	 83	 115	 15	 7	 4
7.085334692e+03	 1	 69	 101	 16	 7	 4
7.085510685e+03	 1	 69	 101	 17	 7	 4
7.085566706e+03	 1	 78	 110	 18	 7	 4
7.085678672e+03	 1	 13	 13	 19	 7	 4
7.127029756e+03	 1	 70	 102	 1	 8	 1
7.127229736e+03	 1	 65	 97	 2	 8	 1
7.127317737e+03	 1	 82	 114	 3	 8	 1
7.127453729e+03	 1	 69	 101	 4	 8	 1
7.127605725e+03	 1	 32	 32	 5	 8	 1
7.127661727e+03	 1	 71	 103	 6	 8	 1
7.127837729e+03	 1	 69	 101	 7	 8	 1
7.127941725e+03	 1	 77	 109	 8	 8	 1
7.128053694e+03	 1	 32	 32	 9	 8	 1
7.128349728e+03	 1	 71	 103	 10	 8	 1
