Time	 Pressed	 Keycode	 CookedKey	 Keypress	 Trial	 Repetition
1.739260676e+04	 1	 75	 107	 4	 2	 4
1.739270276e+04	 1	 32	 32	 5	 2	 4
1.739297474e+04	 1	 68	 100	 6	 2	 4
1.739304573e+04	 1	 79	 111	 7	 2	 4
1.739321272e+04	 1	 71	 103	 8	 2	 4
1.739331771e+04	 1	 32	 32	 9	 2	 4
1.739348571e+04	 1	 68	 100	 10	 2	 4
1.739368572e+04	 1	 69	 101	 11	 2	 4
1.739398869e+04	 1	 83	 115	 12	 2	 4
1.739433968e+04	 1	 8	 8	 13	 2	 4
1.739442267e+04	 1	 67	 99	 14	 2	 4
1.739458266e+04	 1	 75	 107	 15	 2	 4
1.739472570e+04	 1	 32	 32	 16	 2	 4
1.739493865e+04	 1	 66	 98	 17	 2	 4
1.739506064e+04	 1	 85	 117	 18	 2	 4
1.739537162e+04	 1	 83	 115	 19	 2	 4
1.739553661e+04	 1	 84	 116	 20	 2	 4
1.739564160e+04	 1	 13	 13	 21	 2	 4
1.742868403e+04	 1	 82	 114	 1	 3	 1
1.742886201e+04	 1	 79	 111	 2	 3	 1
1.742895902e+04	 1	 80	 112	 3	 3	 1
1.742898601e+04	 1	 69	 101	 4	 3	 1
1.742913299e+04	 1	 32	 32	 5	 3	 1
1.742929198e+04	 1	 83	 115	 6	 3	 1
1.742968698e+04	 1	 8	 8	 7	 3	 1
1.742981596e+04	 1	 68	 100	 8	 3	 1
1.742993798e+04	 1	 79	 111	 9	 3	 1
1.743004695e+04	 1	 67	 99	 10	 3	 1
1.743014894e+04	 1	 75	 107	 11	 3	 1
1.743023194e+04	 1	 32	 32	 12	 3	 1
1.743048892e+04	 1	 68	 100	 13	 3	 1
1.743066091e+04	 1	 73	 105	 14	 3	 1
1.743075091e+04	 1	 83	 115	 15	 3	 1
1.743086791e+04	 1	 72	 104	 16	 3	 1
1.743098293e+04	 1	 32	 32	 17	 3	 1
1.743121190e+04	 1	 82	 114	 18	 3	 1
1.743128191e+04	 1	 73	 105	 19	 3	 1
1.743144388e+04	 1	 78	 110	 20	 3	 1
1.743153887e+04	 1	 71	 103	 21	 3	 1
1.743171186e+04	 1	 13	 13	 22	 3	 1
1.743453675e+04	 1	 82	 114	 1	 3	 2
1.743470772e+04	 1	 79	 111	 2	 3	 2
1.743484072e+04	 1	 69	 101	 3	 3	 2
1.743507370e+04	 1	 80	 112	 4	 3	 2
1.743533770e+04	 1	 32	 32	 5	 3	 2
1.743609166e+04	 1	 68	 100	 6	 3	 2
1.743620166e+04	 1	 79	 111	 7	 3	 2
1.743643965e+04	 1	 67	 99	 8	 3	 2
1.743652464e+04	 1	 75	 107	 9	 3	 2
1.743658863e+04	 1	 32	 32	 10	 3	 2
1.743690062e+04	 1	 68	 100	 11	 3	 2
1.743704061e+04	 1	 73	 105	 12	 3	 2
1.743714260e+04	 1	 83	 115	 13	 3	 2
1.743726860e+04	 1	 72	 104	 14	 3	 2
1.743735160e+04	 1	 32	 32	 15	 3	 2
1.743750659e+04	 1	 82	 114	 16	 3	 2
1.743759058e+04	 1	 73	 105	 17	 3	 2
1.743771357e+04	 1	 78	 110	 18	 3	 2
1.743792857e+04	 1	 13	 13	 19	 3	 2
1.744061346e+04	 1	 82	 114	 1	 3	 3
1.744077144e+04	 1	 79	 111	 2	 3	 3
1.744090343e+04	 1	 80	 112	 3	 3	 3
1.744091340e+04	 1	 69	 101	 4	 3	 3
1.744112742e+04	 1	 32	 32	 5	 3	 3
1.744150442e+04	 1	 68	 100	 6	 3	 3
1.744163640e+04	 1	 79	 111	 7	 3	 3
1.744176640e+04	 1	 67	 99	 8	 3	 3
1.744184840e+04	 1	 75	 107	 9	 3	 3
1.744194440e+04	 1	 32	 32	 10	 3	 3
1.744232541e+04	 1	 68	 100	 11	 3	 3
1.744254045e+04	 1	 73	 105	 12	 3	 3
1.744265337e+04	 1	 83	 115	 13	 3	 3
1.744275436e+04	 1	 72	 104	 14	 3	 3
1.744283831e+04	 1	 32	 32	 15	 3	 3
1.744310336e+04	 1	 82	 114	 16	 3	 3
1.744318629e+04	 1	 73	 105	 17	 3	 3
1.744330634e+04	 1	 78	 110	 18	 3	 3
1.744341734e+04	 1	 71	 103	 19	 3	 3
1.744354532e+04	 1	 13	 13	 20	 3	 3
1.744652015e+04	 1	 82	 114	 1	 3	 4
1.744668715e+04	 1	 79	 111	 2	 3	 4
1.744678415e+04	 1	 80	 112	 3	 3	 4
1.744685714e+04	 1	 69	 101	 4	 3	 4
1.744699413e+04	 1	 32	 32	 5	 3	 4
1.744715712e+04	 1	 68	 100	 6	 3	 4
1.744726512e+04	 1	 79	 111	 7	 3	 4
1.744737911e+04	 1	 67	 99	 8	 3	 4
1.744747511e+04	 1	 75	 107	 9	 3	 4
1.744755812e+04	 1	 32	 32	 10	 3	 4
1.744819008e+04	 1	 68	 100	 11	 3	 4
1.744828206e+04	 1	 73	 105	 12	 3	 4
1.744845106e+04	 1	 78	 110	 13	 3	 4
1.744871706e+04	 1	 83	 115	 14	 3	 4
1.744889005e+04	 1	 8	 8	 15	 3	 4
1.744902804e+04	 1	 8	 8	 16	 3	 4
1.744911302e+04	 1	 83	 115	 17	 3	 4
1.744926002e+04	 1	 72	 104	 18	 3	 4
1.744934501e+04	 1	 32	 32	 19	 3	 4
1.744949401e+04	 1	 82	 114	 20	 3	 4
1.744955502e+04	 1	 73	 105	 21	 3	 4
1.744968800e+04	 1	 78	 110	 22	 3	 4
1.744975800e+04	 1	 71	 103	 23	 3	 4
1.744989799e+04	 1	 13	 13	 24	 3	 4
1.748007955e+04	 1	 82	 114	 1	 4	 1
1.748017854e+04	 1	 65	 97	 2	 4	 1
1.748041152e+04	 1	 71	 103	 3	 4	 1
1.748051151e+04	 1	 32	 32	 4	 4	 1
1.748067350e+04	 1	 80	 112	 5	 4	 1
1.748085252e+04	 1	 85	 117	 6	 4	 1
1.748109649e+04	 1	 78	 110	 7	 4	 1
1.748123948e+04	 1	 32	 32	 8	 4	 1
1.748140448e+04	 1	 80	 112	 9	 4	 1
1.748150147e+04	 1	 79	 111	 10	 4	 1
1.748165246e+04	 1	 84	 116	 11	 4	 1
1.748177845e+04	 1	 32	 32	 12	 4	 1
1.748188047e+04	 1	 82	 114	 13	 4	 1
1.748194046e+04	 1	 69	 101	 14	 4	 1
1.748220440e+04	 1	 68	 100	 15	 4	 1
1.748232144e+04	 1	 13	 13	 16	 4	 1
1.748586827e+04	 1	 82	 114	 1	 4	 2
1.748598025e+04	 1	 65	 97	 2	 4	 2
1.748628324e+04	 1	 32	 32	 3	 4	 2
1.748660423e+04	 1	 71	 103	 4	 4	 2
1.748679421e+04	 1	 32	 32	 5	 4	 2
1.748696221e+04	 1	 80	 112	 6	 4	 2
1.748703208e+04	 1	 79	 111	 7	 4	 2
1.748764518e+04	 1	 84	 116	 8	 4	 2
1.748779416e+04	 1	 32	 32	 9	 4	 2
1.748800921e+04	 1	 80	 112	 10	 4	 2
1.748820714e+04	 1	 85	 117	 11	 4	 2
1.748842813e+04	 1	 78	 110	 12	 4	 2
1.748850995e+04	 1	 32	 32	 13	 4	 2
1.748859811e+04	 1	 82	 114	 14	 4	 2
1.748867411e+04	 1	 69	 101	 15	 4	 2
1.748887511e+04	 1	 71	 103	 16	 4	 2
1.748911612e+04	 1	 68	 100	 17	 4	 2
1.748948509e+04	 1	 13	 13	 18	 4	 2
1.749272594e+04	 1	 82	 114	 1	 4	 3
1.749284291e+04	 1	 65	 97	 2	 4	 3
1.749305186e+04	 1	 68	 100	 3	 4	 3
1.749312991e+04	 1	 32	 32	 4	 4	 3
1.749330091e+04	 1	 80	 112	 5	 4	 3
1.749340890e+04	 1	 85	 117	 6	 4	 3
1.749363988e+04	 1	 78	 110	 7	 4	 3
1.749371088e+04	 1	 32	 32	 8	 4	 3
1.749387087e+04	 1	 80	 112	 9	 4	 3
1.749393186e+04	 1	 79	 111	 10	 4	 3
1.749404386e+04	 1	 84	 116	 11	 4	 3
1.749420387e+04	 1	 32	 32	 12	 4	 3
1.749446685e+04	 1	 82	 114	 13	 4	 3
1.749455485e+04	 1	 69	 101	 14	 4	 3
1.749473983e+04	 1	 68	 100	 15	 4	 3
1.749486783e+04	 1	 13	 13	 16	 4	 3
1.749809468e+04	 1	 82	 114	 1	 4	 4
1.749823667e+04	 1	 65	 97	 2	 4	 4
1.749839868e+04	 1	 83	 115	 3	 4	 4
1.749853564e+04	 1	 32	 32	 4	 4	 4
1.749871864e+04	 1	 80	 112	 5	 4	 4
1.749884263e+04	 1	 85	 117	 6	 4	 4
1.749907362e+04	 1	 78	 110	 7	 4	 4
1.749916562e+04	 1	 32	 32	 8	 4	 4
1.749962261e+04	 1	 80	 112	 9	 4	 4
1.749979059e+04	 1	 69	 101	 10	 4	 4
1.750006257e+04	 1	 70	 102	 11	 4	 4
1.750011357e+04	 1	 32	 32	 12	 4	 4
1.750074955e+04	 1	 82	 114	 13	 4	 4
1.750083454e+04	 1	 69	 101	 14	 4	 4
1.750122352e+04	 1	 68	 100	 15	 4	 4
1.750132852e+04	 1	 13	 13	 16	 4	 4
1.753127910e+04	 1	 76	 108	 1	 5	 1
1.753148009e+04	 1	 85	 117	 2	 5	 1
1.753160102e+04	 1	 67	 99	 3	 5	 1
1.753175404e+04	 1	 75	 107	 4	 5	 1
1.753184109e+04	 1	 32	 32	 5	 5	 1
1.753204504e+04	 1	 66	 98	 6	 5	 1
1.753211401e+04	 1	 69	 101	 7	 5	 1
1.753226500e+04	 1	 69	 101	 8	 5	 1
1.753235801e+04	 1	 80	 112	 9	 5	 1
1.753244501e+04	 1	 32	 32	 10	 5	 1
1.753262400e+04	 1	 66	 98	 11	 5	 1
1.753279600e+04	 1	 79	 111	 12	 5	 1
1.753286601e+04	 1	 85	 117	 13	 5	 1
1.753293999e+04	 1	 84	 116	 14	 5	 1
1.753304499e+04	 1	 32	 32	 15	 5	 1
1.753312398e+04	 1	 76	 108	 16	 5	 1
1.753332396e+04	 1	 79	 111	 17	 5	 1
1.753337696e+04	 1	 85	 117	 18	 5	 1
1.753345695e+04	 1	 68	 100	 19	 5	 1
1.753362595e+04	 1	 13	 13	 20	 5	 1
1.753706780e+04	 1	 76	 108	 1	 5	 2
1.753731378e+04	 1	 85	 117	 2	 5	 2
1.753747677e+04	 1	 67	 99	 3	 5	 2
1.753763375e+04	 1	 75	 107	 4	 5	 2
1.753773275e+04	 1	 32	 32	 5	 5	 2
1.753793776e+04	 1	 66	 98	 6	 5	 2
1.753800475e+04	 1	 69	 101	 7	 5	 2
1.753815774e+04	 1	 69	 101	 8	 5	 2
1.753824173e+04	 1	 80	 112	 9	 5	 2
1.753835972e+04	 1	 32	 32	 10	 5	 2
1.753852671e+04	 1	 66	 98	 11	 5	 2
1.753867071e+04	 1	 79	 111	 12	 5	 2
1.753876070e+04	 1	 85	 117	 13	 5	 2
1.753881170e+04	 1	 84	 116	 14	 5	 2
1.753889869e+04	 1	 32	 32	 15	 5	 2
1.753897471e+04	 1	 76	 108	 16	 5	 2
1.753917668e+04	 1	 79	 111	 17	 5	 2
1.753923866e+04	 1	 85	 117	 18	 5	 2
1.753931967e+04	 1	 68	 100	 19	 5	 2
1.753949967e+04	 1	 13	 13	 20	 5	 2
1.754297153e+04	 1	 76	 108	 1	 5	 3
1.754312250e+04	 1	 85	 117	 2	 5	 3
1.754325649e+04	 1	 67	 99	 3	 5	 3
1.754336948e+04	 1	 75	 107	 4	 5	 3
1.754345948e+04	 1	 32	 32	 5	 5	 3
1.754367646e+04	 1	 66	 98	 6	 5	 3
1.754376146e+04	 1	 69	 101	 7	 5	 3
1.754393145e+04	 1	 69	 101	 8	 5	 3
1.754399345e+04	 1	 80	 112	 9	 5	 3
1.754410434e+04	 1	 32	 32	 10	 5	 3
1.754433645e+04	 1	 66	 98	 11	 5	 3
1.754451243e+04	 1	 79	 111	 12	 5	 3
1.754459442e+04	 1	 85	 117	 13	 5	 3
1.754469741e+04	 1	 84	 116	 14	 5	 3
1.754479541e+04	 1	 32	 32	 15	 5	 3
1.754491541e+04	 1	 76	 108	 16	 5	 3
1.754509739e+04	 1	 79	 111	 17	 5	 3
1.754515237e+04	 1	 85	 117	 18	 5	 3
1.754521839e+04	 1	 68	 100	 19	 5	 3
1.754540038e+04	 1	 13	 13	 20	 5	 3
1.754885431e+04	 1	 76	 108	 1	 5	 4
1.754898524e+04	 1	 85	 117	 2	 5	 4
1.754910618e+04	 1	 67	 99	 3	 5	 4
1.754921620e+04	 1	 75	 107	 4	 5	 4
1.754930610e+04	 1	 32	 32	 5	 5	 4
1.754951619e+04	 1	 66	 98	 6	 5	 4
1.754979918e+04	 1	 69	 101	 7	 5	 4
1.754997015e+04	 1	 69	 101	 8	 5	 4
1.755018916e+04	 1	 80	 112	 9	 5	 4
1.755035714e+04	 1	 32	 32	 10	 5	 4
1.755101112e+04	 1	 66	 98	 11	 5	 4
1.755121710e+04	 1	 79	 111	 12	 5	 4
1.755131710e+04	 1	 85	 117	 13	 5	 4
1.755139910e+04	 1	 84	 116	 14	 5	 4
1.755150209e+04	 1	 32	 32	 15	 5	 4
1.755160108e+04	 1	 76	 108	 16	 5	 4
1.755179707e+04	 1	 79	 111	 17	 5	 4
1.755186007e+04	 1	 85	 117	 18	 5	 4
1.755194406e+04	 1	 68	 100	 19	 5	 4
1.755211906e+04	 1	 13	 13	 20	 5	 4
1.758615342e+04	 1	 67	 99	 1	 6	 1
1.758639141e+04	 1	 82	 114	 2	 6	 1
1.758655839e+04	 1	 89	 121	 3	 6	 1
1.758670241e+04	 1	 32	 32	 4	 6	 1
1.758693039e+04	 1	 80	 112	 5	 6	 1
1.758716237e+04	 1	 85	 117	 6	 6	 1
1.758751736e+04	 1	 71	 103	 7	 6	 1
1.758765634e+04	 1	 32	 32	 8	 6	 1
1.758796734e+04	 1	 80	 112	 9	 6	 1
1.758811432e+04	 1	 65	 97	 10	 6	 1
1.758832531e+04	 1	 68	 100	 11	 6	 1
1.758846631e+04	 1	 32	 32	 12	 6	 1
1.758868432e+04	 1	 67	 99	 13	 6	 1
1.758878929e+04	 1	 79	 111	 14	 6	 1
1.758894329e+04	 1	 84	 116	 15	 6	 1
1.758910328e+04	 1	 13	 13	 16	 6	 1
1.759197915e+04	 1	 67	 99	 1	 6	 2
1.759222313e+04	 1	 82	 114	 2	 6	 2
1.759235512e+04	 1	 85	 117	 3	 6	 2
1.759253211e+04	 1	 32	 32	 4	 6	 2
1.759266811e+04	 1	 80	 112	 5	 6	 2
1.759309309e+04	 1	 85	 117	 6	 6	 2
1.759333408e+04	 1	 70	 102	 7	 6	 2
1.759351907e+04	 1	 32	 32	 8	 6	 2
1.759416805e+04	 1	 80	 112	 9	 6	 2
1.759433302e+04	 1	 65	 97	 10	 6	 2
1.759451401e+04	 1	 68	 100	 11	 6	 2
1.759460301e+04	 1	 32	 32	 12	 6	 2
1.759480505e+04	 1	 67	 99	 13	 6	 2
1.759489602e+04	 1	 79	 111	 14	 6	 2
1.759504299e+04	 1	 84	 116	 15	 6	 2
1.759516498e+04	 1	 13	 13	 16	 6	 2
1.759785487e+04	 1	 67	 99	 1	 6	 3
1.759809486e+04	 1	 82	 114	 2	 6	 3
1.759830883e+04	 1	 85	 117	 3	 6	 3
1.759852082e+04	 1	 32	 32	 4	 6	 3
1.759862582e+04	 1	 80	 112	 5	 6	 3
1.759877580e+04	 1	 85	 117	 6	 6	 3
1.759915080e+04	 1	 70	 102	 7	 6	 3
1.759927678e+04	 1	 32	 32	 8	 6	 3
1.759964777e+04	 1	 80	 112	 9	 6	 3
1.759984176e+04	 1	 65	 97	 10	 6	 3
1.760012176e+04	 1	 32	 32	 11	 6	 3
1.760047674e+04	 1	 68	 100	 12	 6	 3
1.760073172e+04	 1	 32	 32	 13	 6	 3
1.760088272e+04	 1	 67	 99	 14	 6	 3
1.760101071e+04	 1	 79	 111	 15	 6	 3
1.760114370e+04	 1	 84	 116	 16	 6	 3
1.760131471e+04	 1	 13	 13	 17	 6	 3
1.760396953e+04	 1	 67	 99	 1	 6	 4
1.760422157e+04	 1	 82	 114	 2	 6	 4
1.760433054e+04	 1	 89	 121	 3	 6	 4
1.760442553e+04	 1	 32	 32	 4	 6	 4
1.760454653e+04	 1	 80	 112	 5	 6	 4
1.760470952e+04	 1	 85	 117	 6	 6	 4
1.760502751e+04	 1	 68	 100	 7	 6	 4
1.760534951e+04	 1	 8	 8	 8	 6	 4
1.760552749e+04	 1	 71	 103	 9	 6	 4
1.760565848e+04	 1	 32	 32	 10	 6	 4
1.760596447e+04	 1	 80	 112	 11	 6	 4
1.760606046e+04	 1	 65	 97	 12	 6	 4
1.760623748e+04	 1	 68	 100	 13	 6	 4
1.760634044e+04	 1	 32	 32	 14	 6	 4
1.760650243e+04	 1	 67	 99	 15	 6	 4
1.760658443e+04	 1	 79	 111	 16	 6	 4
1.760672342e+04	 1	 84	 116	 17	 6	 4
1.760686242e+04	 1	 13	 13	 18	 6	 4
1.763726499e+04	 1	 83	 115	 1	 7	 1
1.763744897e+04	 1	 73	 105	 2	 7	 1
1.763759193e+04	 1	 80	 112	 3	 7	 1
1.763767191e+04	 1	 32	 32	 4	 7	 1
1.763782197e+04	 1	 70	 102	 5	 7	 1
1.763791292e+04	 1	 85	 117	 6	 7	 1
1.763810495e+04	 1	 76	 108	 7	 7	 1
1.763825494e+04	 1	 76	 108	 8	 7	 1
1.763834589e+04	 1	 32	 32	 9	 7	 1
1.763858894e+04	 1	 70	 102	 10	 7	 1
1.763875890e+04	 1	 79	 111	 11	 7	 1
1.763893588e+04	 1	 79	 111	 12	 7	 1
1.763917586e+04	 1	 32	 32	 13	 7	 1
1.763922186e+04	 1	 68	 100	 14	 7	 1
1.763968685e+04	 1	 32	 32	 15	 7	 1
1.763988783e+04	 1	 83	 115	 16	 7	 1
1.763992683e+04	 1	 69	 101	 17	 7	 1
1.764012282e+04	 1	 69	 101	 18	 7	 1
1.764034480e+04	 1	 78	 110	 19	 7	 1
1.764056481e+04	 1	 13	 13	 20	 7	 1
1.764332667e+04	 1	 83	 115	 1	 7	 2
1.764355765e+04	 1	 73	 105	 2	 7	 2
1.764370363e+04	 1	 80	 112	 3	 7	 2
1.764384164e+04	 1	 32	 32	 4	 7	 2
1.764401662e+04	 1	 70	 102	 5	 7	 2
1.764414362e+04	 1	 85	 117	 6	 7	 2
1.764430561e+04	 1	 76	 108	 7	 7	 2
1.764444360e+04	 1	 76	 108	 8	 7	 2
1.764451263e+04	 1	 32	 32	 9	 7	 2
1.764462059e+04	 1	 70	 102	 10	 7	 2
1.764473259e+04	 1	 79	 111	 11	 7	 2
1.764489259e+04	 1	 79	 111	 12	 7	 2
1.764499758e+04	 1	 68	 100	 13	 7	 2
1.764513057e+04	 1	 32	 32	 14	 7	 2
1.764530856e+04	 1	 83	 115	 15	 7	 2
1.764541955e+04	 1	 69	 101	 16	 7	 2
1.764558955e+04	 1	 69	 101	 17	 7	 2
1.764566054e+04	 1	 78	 110	 18	 7	 2
1.764588059e+04	 1	 13	 13	 19	 7	 2
1.764919339e+04	 1	 83	 115	 1	 7	 3
1.764943237e+04	 1	 73	 105	 2	 7	 3
1.764957838e+04	 1	 80	 112	 3	 7	 3
1.764968436e+04	 1	 32	 32	 4	 7	 3
1.764982435e+04	 1	 70	 102	 5	 7	 3
1.764993634e+04	 1	 85	 117	 6	 7	 3
1.765011533e+04	 1	 76	 108	 7	 7	 3
1.765025333e+04	 1	 76	 108	 8	 7	 3
1.765034532e+04	 1	 32	 32	 9	 7	 3
1.765067430e+04	 1	 70	 102	 10	 7	 3
1.765081529e+04	 1	 79	 111	 11	 7	 3
1.765097631e+04	 1	 79	 111	 12	 7	 3
1.765105828e+04	 1	 68	 100	 13	 7	 3
1.765116828e+04	 1	 32	 32	 14	 7	 3
1.765131127e+04	 1	 83	 115	 15	 7	 3
1.765149226e+04	 1	 69	 101	 16	 7	 3
1.765162625e+04	 1	 69	 101	 17	 7	 3
1.765171825e+04	 1	 78	 110	 18	 7	 3
1.765192624e+04	 1	 13	 13	 19	 7	 3
1.765507217e+04	 1	 83	 115	 1	 7	 4
1.765531013e+04	 1	 73	 105	 2	 7	 4
1.765542111e+04	 1	 80	 112	 3	 7	 4
1.765552610e+04	 1	 32	 32	 4	 7	 4
1.765563710e+04	 1	 70	 102	 5	 7	 4
1.765575807e+04	 1	 85	 117	 6	 7	 4
1.765592303e+04	 1	 76	 108	 7	 7	 4
1.765607409e+04	 1	 76	 108	 8	 7	 4
1.765615702e+04	 1	 32	 32	 9	 7	 4
1.765648901e+04	 1	 70	 102	 10	 7	 4
1.765674501e+04	 1	 79	 111	 11	 7	 4
1.765691301e+04	 1	 79	 111	 12	 7	 4
1.765707397e+04	 1	 68	 100	 13	 7	 4
1.765719799e+04	 1	 32	 32	 14	 7	 4
1.765734999e+04	 1	 83	 115	 15	 7	 4
1.765752198e+04	 1	 69	 101	 16	 7	 4
